stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_code
104457,Hillside Dr at Mt Dufferin Dr,50.659,-120.38928,0,104457
104458,1800 Blk Hillside Dr,50.66087,-120.39319,0,104458
104459,Hillside Dr at Copperhead Dr,50.66175,-120.39732,0,104459
104460,Copperhead Dr at Iron Mask Rd,50.65902,-120.40044,0,104460
104461,Copperhead Dr at Kryczka Pl,50.65636,-120.40076,0,104461
104339,Westsyde Rd at Rue Chez Nous,50.73677,-120.35822,0,104339
151012,Mt Paul Way at Chilcotin Rd,50.69079,-120.32207,0,151012
151013,Mt Paul Way at Carrier St,50.68635,-120.32253,0,151013
151014,600 Blk Athabasca St W,50.68291,-120.32565,0,151014
151016,200 Blk Chilcotin Rd,50.69064,-120.33643,0,151016
151017,700 Blk Kamloopa Way,50.69283,-120.33867,0,151017
151018,Kamloopa Way at Mohawk Cres,50.69747,-120.34108,0,151018
151019,George Campbell Way at Kamloopa Way,50.69918,-120.34315,0,151019
151020,Shuswap Rd W at Ricardo Rd,50.70412,-120.33311,0,151020
151021,1000 Blk Ricardo Rd,50.6997,-120.32805,0,151021
151027,Chilcotin Rd at Tagish St,50.69051,-120.32395,0,151027
151000,1800 Blk Versatile Dr,50.65875,-120.39592,0,151000
151001,1600 Blk Versatile Dr,50.65606,-120.3901,0,151001
151002,1500 Blk Versatile Dr,50.65473,-120.38515,0,151002
104611,McGill Rd at McGill Pl,50.66945,-120.37299,0,104611
104613,McGill Rd at Concordia Way,50.67383,-120.37589,0,104613
104615,McGill Rd at Concordia Way,50.67336,-120.37566,0,104615
104617,McGill Rd at McGill Pl,50.66894,-120.37314,0,104617
104377,8th St at Lethbridge Ave,50.70513,-120.36417,0,104377
104378,8th St at Selkirk Ave,50.70367,-120.3639,0,104378
104379,8th St at Moncton Ave,50.70217,-120.36365,0,104379
104648,Raven Dr at Grasslands Blvd,50.7226,-120.36783,0,104648
151005,2000 Blk Saddleback Dr,50.72583,-120.36855,0,151005
104650,Norview Rd at Norview Pl,50.71849,-120.36382,0,104650
104651,North River Dr at Norview Rd,50.71849,-120.36171,0,104651
104652,North River Dr at Leighton Pl,50.71621,-120.3666,0,104652
104653,Batchelor Dr at North River Dr,50.71422,-120.36644,0,104653
104706,6th Ave at St Paul St,50.67427,-120.32707,0,104706
104332,Westsyde Rd at Westmount Dr,50.71533,-120.36183,0,104332
104333,Westsyde Rd at Collingwood Dr E,50.71711,-120.3597,0,104333
104334,Westsyde Rd at Walkem Rd,50.71906,-120.35955,0,104334
104335,Westsyde Rd at Yates Rd,50.72132,-120.35971,0,104335
104336,Westsyde Rd at Anderson Terr,50.72455,-120.35863,0,104336
104337,Westsyde Rd at McQueen Dr,50.72922,-120.35904,0,104337
104338,Westsyde Rd at Woodhaven Dr,50.73163,-120.35866,0,104338
104340,Westsyde Rd at Parkview Dr,50.74146,-120.35724,0,104340
104342,Westsyde Rd at Franklin Rd,50.7509,-120.35494,0,104342
104343,Westsyde Rd at Morven Dr,50.75356,-120.35233,0,104343
104344,Westsyde Rd at Soldier Rd,50.75606,-120.34999,0,104344
104345,Westsyde Rd at Garnet Rd,50.75926,-120.34877,0,104345
104346,Westsyde Rd at Bissette Rd,50.76166,-120.34872,0,104346
104348,Westsyde Rd at Porterfield Rd,50.76579,-120.34618,0,104348
104349,Westsyde Rd at Jensen Rd,50.76948,-120.34371,0,104349
104350,Westsyde Rd at Overlander Dr,50.77173,-120.34222,0,104350
104351,Westsyde Rd at Sun Valley Dr,50.77407,-120.34072,0,104351
104352,Harrington Rd at Westsyde Rd,50.77544,-120.33919,0,104352
104354,Overlander Dr at Reemon Dr,50.7744,-120.332,0,104354
104355,Sicamore Dr at Overlander Dr,50.77272,-120.33412,0,104355
104356,Bank Rd at Overlander Dr,50.77124,-120.33983,0,104356
104357,Westsyde Rd at Dever Dr,50.77096,-120.34308,0,104357
104358,Westsyde Rd at Puhallo Dr,50.76925,-120.34422,0,104358
104359,Westsyde Rd at Palmer Pl,50.76676,-120.34589,0,104359
104360,Westsyde Rd at Serle Rd,50.76327,-120.34819,0,104360
104361,Westsyde Rd at Bissette Rd,50.76102,-120.34906,0,104361
104362,Westsyde Rd at Garnet Rd,50.75939,-120.3491,0,104362
104363,Westsyde Rd at Georgeann Rd,50.75643,-120.34998,0,104363
104364,Westsyde Rd at Morven Pl,50.7534,-120.35287,0,104364
104365,Westsyde Rd at Agassiz Rd,50.75109,-120.35509,0,104365
104366,Westsyde Rd at Oak Hills Blvd,50.74438,-120.35738,0,104366
104367,Westsyde Rd at Parkview Dr,50.74116,-120.35773,0,104367
104368,Westsyde Rd at Rue Chez Nous,50.73637,-120.35851,0,104368
104369,Westsyde Rd at Woodhaven Dr,50.73114,-120.35909,0,104369
104370,Westsyde Rd at McQueen Dr,50.72866,-120.35917,0,104370
104371,Westsyde Rd at Anderson Terr,50.72405,-120.35907,0,104371
104372,Westsyde Rd at Yates Rd,50.7209,-120.36008,0,104372
104373,Westsyde Rd at Walkem Rd,50.71842,-120.35963,0,104373
104374,Westsyde Rd at Westmount Dr,50.71498,-120.36269,0,104374
104375,Westsyde Rd at Collingwood Dr,50.71353,-120.36455,0,104375
104417,Pacific Way at Aberdeen Dr,50.63783,-120.37045,0,104417
104418,2500 Blk Pacific Way,50.6348,-120.36785,0,104418
104419,Abbeyglen Way at Bramble Lane,50.63416,-120.36334,0,104419
104422,Van Horne Dr at Aberdeen Dr,50.63862,-120.35882,0,104422
104423,Van Horne Dr at Laurier Dr,50.6402,-120.3591,0,104423
104427,Pacific Way at Greystone Cres,50.64398,-120.36761,0,104427
104428,Pacific Way at Ravenwood Terr,50.6461,-120.37273,0,104428
104429,Pacific Way at Howe Rd,50.64757,-120.37633,0,104429
104555,Summit Dr at Notre Dame Dr,50.66343,-120.34829,0,104555
104556,1300 Blk Summit Dr,50.66535,-120.34984,0,104556
104516,Notre Dame Dr at Columbia St W,50.66354,-120.35175,0,104516
104517,Notre Dame Dr at Laval Cres,50.66364,-120.35678,0,104517
104518,Notre Dame Dr at Hillside Cemetery,50.66359,-120.35956,0,104518
104519,800 Blk Notre Dame Dr,50.66357,-120.36174,0,104519
104520,Notre Dame Dr at Dalhousie Dr,50.6635,-120.3649,0,104520
104412,Pacific Way at Pearson Pl,50.64959,-120.3793,0,104412
104413,Pacific Way at Howe Rd,50.64677,-120.37456,0,104413
104414,Pacific Way at Ravenwood Terr,50.64562,-120.37171,0,104414
104415,Pacific Way at Greystone Cres,50.64307,-120.36688,0,104415
104416,Pacific Way at Links Way,50.63994,-120.36986,0,104416
104390,4th Ave at Seymour St,50.6746,-120.33207,0,104390
104391,4th Ave at Battle St,50.6729,-120.33209,0,104391
104483,7th Ave at Columbia St,50.67105,-120.32438,0,104483
104484,7th Ave at Pine St,50.66942,-120.3244,0,104484
104485,7th Ave at Munro St,50.66694,-120.32441,0,104485
104486,6th Ave at Cowan St,50.66573,-120.32745,0,104486
104487,Fraser St at Tunstall Cres,50.66421,-120.32657,0,104487
104488,Fraser St at Fraser Cres,50.66426,-120.32359,0,104488
104489,Fraser St at 9th Ave,50.66424,-120.3187,0,104489
104523,Rogers Way at Braeview Pl,50.65139,-120.3686,0,104523
104524,1200 Blk Rogers Way,50.65148,-120.37242,0,104524
104525,Rogers Way at Hugh Allan Dr,50.65174,-120.3749,0,104525
104527,Hugh Allan Dr at Harrison Way,50.64969,-120.3729,0,104527
104528,Hugh Allan Dr at Howe Rd,50.64871,-120.36735,0,104528
104529,Hugh Allan Dr at Gloaming Dr,50.6486,-120.36336,0,104529
104530,800 Blk Hugh Allan Dr,50.64835,-120.36141,0,104530
104531,Sifton Ave at Hector Dr,50.64627,-120.36027,0,104531
104532,Sifton Ave at Fleming Dr,50.64381,-120.35567,0,104532
104533,2200 Blk Sifton Ave,50.63996,-120.35123,0,104533
104534,Laurier Dr at Sifton Ave,50.63784,-120.34965,0,104534
104535,Laurier Dr at Aberdeen Dr,50.63707,-120.34872,0,104535
104536,Aberdeen Dr at Drummond Crt,50.63749,-120.35316,0,104536
104537,600 Blk Aberdeen Dr,50.63788,-120.35631,0,104537
104538,Van Horne Dr at Greystone Cres,50.64328,-120.36389,0,104538
104539,Van Horne Dr at Hector Dr,50.64479,-120.36525,0,104539
104540,Van Horne Dr at Huntleigh Cres,50.64679,-120.36745,0,104540
104541,Van Horne Dr at Howe Rd,50.64782,-120.37134,0,104541
104542,1100 Blk Howe Rd,50.64802,-120.36754,0,104542
104543,Hugh Allan Dr at Howe Rd,50.64881,-120.36688,0,104543
104544,Hugh Allan Dr at Harrison Way,50.64983,-120.37297,0,104544
104545,Rogers Way at Hugh Allan Dr,50.65167,-120.37468,0,104545
104546,1200 Blk Rogers Way,50.65137,-120.37233,0,104546
104509,Columbia St W at Bluff Pl,50.67301,-120.34579,0,104509
104592,Whistler Dr at Whistler Pl,50.65082,-120.34245,0,104592
104593,Robson Dr at Hollyburn Dr,50.64981,-120.34211,0,104593
104594,300 Blk Robson Dr,50.65045,-120.34472,0,104594
104595,Robson Dr at Breakenridge Crt,50.64985,-120.34778,0,104595
104596,Robson Dr at Gladstone Pl,50.64944,-120.35395,0,104596
104597,Robson Dr at Gladstone Dr,50.64766,-120.35365,0,104597
104598,Summit Dr at Monteith Dr,50.64641,-120.35144,0,104598
104599,Summit Dr at Hollyburn Dr,50.64686,-120.34769,0,104599
104600,Summit Dr at Tremerton Dr,50.64774,-120.34242,0,104600
104602,Summit Dr at Gleneagles Dr,50.6525,-120.34165,0,104602
104603,Summit Dr at Waddington Dr,50.6549,-120.34437,0,104603
104605,Summit Dr at Freshfield Rd,50.65624,-120.3409,0,104605
104606,Summit Dr at Gordonhorn Cres,50.65926,-120.33976,0,104606
104608,Summit Dr at Springhill Dr,50.6608,-120.34544,0,104608
104641,Southview Terr at Hillcrest Ave,50.71217,-120.37078,0,104641
104642,Linthorpe Rd at Southview Terr,50.71405,-120.3721,0,104642
104643,Linthorpe Rd at Hillcrest Ave,50.71407,-120.37054,0,104643
104644,Batchelor Dr at Norview Rd,50.71735,-120.36943,0,104644
104645,Grasslands Blvd at Quail Dr,50.72154,-120.37043,0,104645
104646,Quail Dr at Quails Roost Dr,50.71996,-120.36546,0,104646
104647,Quail Dr at Quail Crt,50.72236,-120.36444,0,104647
151035,Interior Health,50.66914,-120.33036,0,151035
104696,Oriole Rd at Glenwood Dr,50.67679,-120.27241,0,104696
104697,1900 Blk Valleyview Dr,50.67585,-120.27475,0,104697
104767,Battle St at 14th Ave,50.67318,-120.30688,0,104767
151039,Tranquille Rd at Poplar St,50.69523,-120.36049,0,151039
151009,Stagecoach Dr at Saddleback Dr,50.72919,-120.36856,0,151009
151040,Tranquille Rd at 8th St,50.69968,-120.36428,0,151040
151041,6th Ave at Battle St,50.67291,-120.32702,0,151041
151006,Saddleback Dr at Stagecoach Dr,50.72968,-120.36864,0,151006
151007,Saddleback Dr at Latigo Dr,50.73256,-120.36864,0,151007
151008,Doubletree Cres at Latigo Dr,50.73214,-120.3669,0,151008
151010,Grasslands Blvd at Stagecoach Dr,50.72646,-120.36577,0,151010
151043,12th St at Barrie Dr,50.69965,-120.37275,0,151043
151042,6th Ave at Nicola St,50.6726,-120.3273,0,151042
151045,Okanagan Way at Dene Dr,50.69234,-120.32782,0,151045
104817,Dunrobin Dr at Bentall Dr,50.63594,-120.35705,0,104817
104816,Dunrobin Dr at Abbeyglen Way,50.63797,-120.3629,0,104816
151046,Aberdeen Dr at Abbeyglen Way,50.63807,-120.36735,0,151046
104846,Pacific Way at Links Way,50.64087,-120.36873,0,104846
151047,Sweláps Market,50.6811,-120.30096,0,151047
151049,Chief Eli Larue Way at Entrance Rd,50.68122,-120.29566,0,151049
151050,Old Highway 5 at Todd Mountain Rd,50.86045,-120.26521,0,151050
151051,Talasa Way at Sun Rivers Dr,50.68682,-120.29629,0,151051
151052,Athabasca St W at Mount Pual Centre Way,50.68796,-120.3326,0,151052
